Location,Staff Quarter,Table Name,24X7Security,AC,Area,ATM,BED,Cafeteria,Car Parking,Children'splayarea,Club House,Dining Table,Gasconnection,Golf Course,Gymnasium,Hospital,Indoor Games,Intercom,Jogging Track,Landscaped Gardens,Lift Available,Maintenance Staff,Microwave,Multipurpose Room,No. of Bedrooms,Power Backup,Price,Rain Water Harvesting,Refrigerator,Resale,School,Shopping Mall,Sofa,Sports Facility,Swimming Pool,TV,Vaastu Compliant,Wardrobe,Washing Machine,Wifi
Dakshineswar,9,Kolkata.csv,9,9,1150,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,6700000,9,9,1,9,9,9,9,9,9,9,9,9,9
North Dumdum,9,Kolkata.csv,9,9,1114,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Behala,9,Kolkata.csv,9,9,895,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,5000000,9,9,1,9,9,9,9,9,9,9,9,9,9
North Dumdum,9,Kolkata.csv,9,9,1049,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,4000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Sonarpur,9,Kolkata.csv,9,9,451,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,25000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Rajarhat,9,Kolkata.csv,9,9,750,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,4200000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1250,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,3700000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1430,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,3800000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kasba,9,Kolkata.csv,9,9,1400,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9700000,9,9,1,9,9,9,9,9,9,9,9,9,9
Santoshpur,9,Kolkata.csv,9,9,1200,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Elgin,9,Kolkata.csv,9,9,2410,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,7500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Garia,9,Kolkata.csv,9,9,1000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8200000,9,9,0,9,9,9,9,9,9,9,9,9,9
Harinavi,9,Kolkata.csv,9,9,1135,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Dunlop,9,Kolkata.csv,9,9,920,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,5000000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1456,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9500000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,2200,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7500000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1450,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,7000000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1500,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,6100000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1450,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,5500000,9,9,0,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1120,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,28600000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1456,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9700000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1535,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9500000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1450,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Patuli,9,Kolkata.csv,9,9,1350,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8200000,9,9,1,9,9,9,9,9,9,9,9,9,9
Mukundapur,9,Kolkata.csv,9,9,1250,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Alipore,9,Kolkata.csv,9,9,1360,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,5000000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1456,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9500000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,2200,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7500000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1450,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,7000000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1500,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7500000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1450,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,3500000,9,9,0,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1120,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,4000000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1456,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,14500000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1535,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9754000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1450,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,11000000,9,9,1,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1430,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Netaji Nagar,9,Kolkata.csv,9,9,800,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,5200000,9,9,0,9,9,9,9,9,9,9,9,9,9
Santoshpur,9,Kolkata.csv,9,9,1200,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,4250000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kalighat,9,Kolkata.csv,9,9,1900,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,8000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1091,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,4645000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1285,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,5984000,9,9,0,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1400,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,4675000,9,9,1,9,9,9,9,9,9,9,9,9,9
Dunlop,9,Kolkata.csv,9,9,1420,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,4435000,9,9,1,9,9,9,9,9,9,9,9,9,9
Narendrapur,9,Kolkata.csv,9,9,1029,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,5370000,9,9,1,9,9,9,9,9,9,9,9,9,9
Garia,9,Kolkata.csv,9,9,1841,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9727000,9,9,1,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,929,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,4598000,9,9,0,9,9,9,9,9,9,9,9,9,9
Garia,9,Kolkata.csv,9,9,1360,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7740000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,935,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,5385000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,887,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,5455000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1074,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,5800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1107,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,6055000,9,9,0,9,9,9,9,9,9,9,9,9,9
Garia,9,Kolkata.csv,9,9,1045,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9495000,9,9,0,9,9,9,9,9,9,9,9,9,9
Chinar Park,9,Kolkata.csv,9,9,1130,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9595000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1077,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,11100000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1091,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8528000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1160,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,6146000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1211,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,16600000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1899,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,12700000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1919,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,20500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,2234,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9595000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,972,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,11100000,9,9,0,9,9,9,9,9,9,9,9,9,9
Garia,9,Kolkata.csv,9,9,1397,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8528000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kasba,9,Kolkata.csv,9,9,1722,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,6146000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kasba,9,Kolkata.csv,9,9,1830,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,16600000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kasba,9,Kolkata.csv,9,9,2086,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,12700000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1919,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,20500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,2234,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,4610000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,972,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,4745000,9,9,0,9,9,9,9,9,9,9,9,9,9
Garia,9,Kolkata.csv,9,9,1397,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,5635000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kasba,9,Kolkata.csv,9,9,1722,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,22500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kasba,9,Kolkata.csv,9,9,1830,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,3200000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kasba,9,Kolkata.csv,9,9,2086,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,5500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,922,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,12500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,949,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,45000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1127,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,4400000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,2250,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,3000000,9,9,1,9,9,9,9,9,9,9,9,9,9
East Kolkata Township,9,Kolkata.csv,9,9,750,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,6000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Kasba,9,Kolkata.csv,9,9,1100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,28600000,9,9,1,9,9,9,9,9,9,9,9,9,9
Alipore,9,Kolkata.csv,9,9,1186,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,10000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Alipore,9,Kolkata.csv,9,9,3440,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,2151000,9,9,0,9,9,9,9,9,9,9,9,9,9
Rajarhat,9,Kolkata.csv,9,9,822,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,3001000,9,9,1,9,9,9,9,9,9,9,9,9,9
Mukundapur,9,Kolkata.csv,9,9,1000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8988000,9,9,1,9,9,9,9,9,9,9,9,9,9
Garia,9,Kolkata.csv,9,9,1000,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,6216000,9,9,1,9,9,9,9,9,9,9,9,9,9
Alipore,9,Kolkata.csv,9,9,1360,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9996000,9,9,1,9,9,9,9,9,9,9,9,9,9
Beniapukur,9,Kolkata.csv,9,9,1300,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9968000,9,9,1,9,9,9,9,9,9,9,9,9,9
Narendrapur,9,Kolkata.csv,9,9,742,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,6552000,9,9,0,9,9,9,9,9,9,9,9,9,9
Narendrapur,9,Kolkata.csv,9,9,1035,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8960000,9,9,0,9,9,9,9,9,9,9,9,9,9
Howrah,9,Kolkata.csv,9,9,1605,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,21300000,9,9,0,9,9,9,9,9,9,9,9,9,9
Howrah,9,Kolkata.csv,9,9,1110,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,17600000,9,9,0,9,9,9,9,9,9,9,9,9,9
Howrah,9,Kolkata.csv,9,9,1785,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,16700000,9,9,0,9,9,9,9,9,9,9,9,9,9
Howrah,9,Kolkata.csv,9,9,1780,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,46800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Howrah,9,Kolkata.csv,9,9,1170,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,31700000,9,9,0,9,9,9,9,9,9,9,9,9,9
Howrah,9,Kolkata.csv,9,9,1600,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,16500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Madurdaha Hussainpur,9,Kolkata.csv,9,9,2371,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,47800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Madurdaha Hussainpur,9,Kolkata.csv,9,9,1959,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,25800000,9,9,0,9,9,9,9,9,9,9,9,9,9
Madurdaha Hussainpur,9,Kolkata.csv,9,9,1861,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,21100000,9,9,0,9,9,9,9,9,9,9,9,9,9
Madurdaha Hussainpur,9,Kolkata.csv,9,9,5205,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,8120000,9,9,0,9,9,9,9,9,9,9,9,9,9
Madurdaha Hussainpur,9,Kolkata.csv,9,9,3528,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,18000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Madurdaha Hussainpur,9,Kolkata.csv,9,9,1833,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,20200000,9,9,0,9,9,9,9,9,9,9,9,9,9
Madurdaha Hussainpur,9,Kolkata.csv,9,9,5318,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,8295999,9,9,0,9,9,9,9,9,9,9,9,9,9
Madurdaha Hussainpur,9,Kolkata.csv,9,9,2867,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9973000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kankurgachi,9,Kolkata.csv,9,9,2350,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,21100000,9,9,0,9,9,9,9,9,9,9,9,9,9
Howrah,9,Kolkata.csv,9,9,1450,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7727000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kankurgachi,9,Kolkata.csv,9,9,2005,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9307000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kankurgachi,9,Kolkata.csv,9,9,2250,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,7514000,9,9,0,9,9,9,9,9,9,9,9,9,9
Dum Dum,9,Kolkata.csv,9,9,1360,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7459999,9,9,0,9,9,9,9,9,9,9,9,9,9
Dum Dum,9,Kolkata.csv,9,9,1635,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,7555000,9,9,0,9,9,9,9,9,9,9,9,9,9
Kankurgachi,9,Kolkata.csv,9,9,2345,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,8148999,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1301,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,14200000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1567,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,10100000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1265,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,7294000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1256,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,8737000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1272,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,11100000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1372,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,8690000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,2398,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,2218000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1707,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,2383000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1228,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2781000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1471,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,2244000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1880,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7400000,9,9,0,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1463,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,4000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Narendrapur,9,Kolkata.csv,9,9,765,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,3571000,9,9,0,9,9,9,9,9,9,9,9,9,9
Narendrapur,9,Kolkata.csv,9,9,822,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9000000,9,9,0,9,9,9,9,9,9,9,9,9,9
Narendrapur,9,Kolkata.csv,9,9,927,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,3372000,9,9,0,9,9,9,9,9,9,9,9,9,9
Narendrapur,9,Kolkata.csv,9,9,774,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2440000,9,9,0,9,9,9,9,9,9,9,9,9,9
New Town,9,Kolkata.csv,9,9,1072,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,2714000,9,9,0,9,9,9,9,9,9,9,9,9,9
Behala,9,Kolkata.csv,9,9,1056,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,4500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Maheshtala,9,Kolkata.csv,9,9,906,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,6099000,9,9,1,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1476,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,3325000,9,9,0,9,9,9,9,9,9,9,9,9,9
Chotto Chandpur,9,Kolkata.csv,9,9,992,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Jagadishpur,9,Kolkata.csv,9,9,976,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,6700000,9,9,1,9,9,9,9,9,9,9,9,9,9
Rajarhat,9,Kolkata.csv,9,9,920,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,5300000,9,9,0,9,9,9,9,9,9,9,9,9,9
Lake Gardens,9,Kolkata.csv,9,9,850,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,6500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Chotto Chandpur,9,Kolkata.csv,9,9,1794,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,4500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Jagadishpur,9,Kolkata.csv,9,9,1330,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1476,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9500000,9,9,0,9,9,9,9,9,9,9,9,9,9
Behala,9,Kolkata.csv,9,9,1352,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,12500000,9,9,1,9,9,9,9,9,9,9,9,9,9
Narendrapur,9,Kolkata.csv,9,9,1060,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,7350000,9,9,1,9,9,9,9,9,9,9,9,9,9
Haltu,9,Kolkata.csv,9,9,750,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,63000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Behala,9,Kolkata.csv,9,9,1072,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,3600000,9,9,1,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1270,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2600000,9,9,1,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1545,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,6000000,9,9,1,9,9,9,9,9,9,9,9,9,9
Tangra,9,Kolkata.csv,9,9,1316,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,5960000,9,9,1,9,9,9,9,9,9,9,9,9,9
Tollygunge,9,Kolkata.csv,9,9,1277,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,5500000,9,9,1,9,9,9,9,9,9,9,9,9,9
